step,lr,ms_per_batch,global_tokens_sec,train_loss,train_ppl,train_acc,val_loss,val_ppl,val_acc,alloc_mem_mb,interval_peak_mem_mb,cumulative_peak_mem_mb,elapsed_time_s,amp,ddp,param_count
300,1.5,322.10418939590454,50865.529041170295,7.562711059252421,1925.0573899767485,0.08806640625,6.804410643251884,901.8161218615936,0.12973647789331938,2221.27685546875,9531.01416015625,9531.01416015625,98.60798382759094,0,0,39161136
600,1.5,316.90999190012616,51699.22192028392,6.495804460843404,662.3568511938273,0.12248881022135416,6.36534448000669,581.3450555765329,0.13553901398967608,2221.27685546875,9531.01416015625,9531.01416015625,195.9753110408783,0,0,39161136
900,1.4249999999999998,316.34204626083374,51792.04027304953,6.263285485903422,524.9407955771962,0.1330999755859375,6.219014761700648,502.2081934483692,0.12538808259145656,2221.27685546875,9531.01416015625,9531.01416015625,293.0771851539612,0,0,39161136
1200,1.3537499999999998,316.06033484141034,51838.20363988732,6.127136939366658,458.12264832476666,0.14051839192708335,6.082782183694458,438.246783209963,0.12336350714446023,2221.27685546875,9531.01416015625,9531.01416015625,390.08779764175415,0,0,39161136
1500,1.2860624999999997,316.5689031283061,51754.925509406494,6.001507862408956,404.0375674634814,0.14703287760416667,6.051813058081906,424.88266909084626,0.13186391860552105,2221.27685546875,9531.01416015625,9531.01416015625,487.2465777397156,0,0,39161136
1800,1.2217593749999995,316.61075989405316,51748.08337367482,5.927195892333985,375.1012135427913,0.152864990234375,5.902159875177843,365.8267553054895,0.1327523004413855,2221.27685546875,9531.01416015625,9531.01416015625,584.4315111637115,0,0,39161136
2100,1.1606714062499994,316.8188548088074,51714.0938783058,5.850751303037008,347.4953567471975,0.15733662923177083,5.810819418738719,333.89261147213153,0.17110234158749157,2221.27685546875,9531.01416015625,9531.01416015625,681.7058033943176,0,0,39161136
2400,1.1026378359374993,317.6056162516276,51585.98954692143,5.785087704658508,325.4105788848181,0.16159016927083333,5.696978669556468,297.9657865133985,0.17213099423954514,2221.27685546875,9531.01416015625,9531.01416015625,779.1832909584045,0,0,39161136
2700,1.0475059441406243,317.7014358838399,51570.4310697243,5.734570296605428,309.3800005559277,0.16591145833333334,5.655240749094582,285.7852769917828,0.16517356175656467,2221.27685546875,9531.01416015625,9531.01416015625,876.6899719238281,0,0,39161136
3000,0.995130646933593,316.54531955718994,51758.78140583253,5.674669783910115,291.3921002965021,0.1681549072265625,5.6045386085801345,271.6565565101362,0.18023864741527643,2221.27685546875,9531.01416015625,9531.01416015625,973.8360557556152,0,0,39161136
